Row ID;Order ID;Order Date;Ship Date;Ship Mode;Customer ID;Customer Name;Segment;Country;City;State;Postal Code;Region;Product ID;Category;Sub-Category;Product Name;Sales;Quantity;Discount;Profit;Returned;Person_Region
4877;CA-2016-113243;6/10/2020;6/15/2020;Standard Class;OT-18730;Olvera Toch;Consumer;United States;Los Angeles;California;90045;West;FUR-TA-10004256;Furniture;Tables;Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables;1335,68;4;0,2;-217,048;;Anna Andreadi
4878;CA-2016-113243;6/10/2020;6/15/2020;Standard Class;OT-18730;Olvera Toch;Consumer;United States;Los Angeles;California;90045;West;OFF-PA-10003441;Office Supplies;Paper;Xerox 226;32,4;5;0;15,552;;Anna Andreadi
4879;CA-2016-121993;6/10/2020;6/12/2020;First Class;JB-16000;Joy Bell-;Consumer;United States;Philadelphia;Pennsylvania;19140;East;OFF-LA-10003720;Office Supplies;Labels;Avery 487;23,616;8;0,2;7,9704;;Chuck Magee
4880;CA-2016-169922;6/11/2020;6/17/2020;Standard Class;MZ-17515;Mary Zewe;Corporate;United States;Arlington;Texas;76017;Central;OFF-BI-10003784;Office Supplies;Binders;Computer Printout Index Tabs;1,344;4;0,8;-2,1504;;Kelly Williams
4881;CA-2016-169922;6/11/2020;6/17/2020;Standard Class;MZ-17515;Mary Zewe;Corporate;United States;Arlington;Texas;76017;Central;OFF-BI-10001617;Office Supplies;Binders;GBC Wire Binding Combs;8,272;4;0,8;-13,6488;;Kelly Williams
4882;CA-2016-169922;6/11/2020;6/17/2020;Standard Class;MZ-17515;Mary Zewe;Corporate;United States;Arlington;Texas;76017;Central;FUR-FU-10004415;Furniture;Furnishings;Stacking Tray, Side-Loading, Legal, Smoke;12,544;7;0,6;-9,0944;;Kelly Williams
4883;CA-2016-127775;6/11/2020;6/13/2020;Second Class;ES-14020;Erica Smith;Consumer;United States;New York City;New York;10035;East;TEC-AC-10002402;Technology;Accessories;Razer Kraken PRO Over Ear PC and Music Headset;239,97;3;0;71,991;;Chuck Magee
4884;CA-2016-142405;6/11/2020;6/15/2020;Standard Class;SE-20110;Sanjit Engle;Consumer;United States;Seattle;Washington;98103;West;OFF-LA-10004093;Office Supplies;Labels;Avery 486;14,62;2;0;6,8714;;Anna Andreadi
4885;CA-2016-142405;6/11/2020;6/15/2020;Standard Class;SE-20110;Sanjit Engle;Consumer;United States;Seattle;Washington;98103;West;OFF-BI-10004728;Office Supplies;Binders;Wilson Jones Turn Tabs Binder Tool for Ring Binders;53,984;14;0,2;17,5448;;Anna Andreadi
4886;CA-2016-142405;6/11/2020;6/15/2020;Standard Class;SE-20110;Sanjit Engle;Consumer;United States;Seattle;Washington;98103;West;TEC-AC-10003095;Technology;Accessories;Logitech G35 7.1-Channel Surround Sound Headset;389,97;3;0;132,5898;;Anna Andreadi
4887;CA-2016-118745;6/11/2020;6/16/2020;Standard Class;SV-20365;Seth Vernon;Consumer;United States;Los Angeles;California;90049;West;FUR-TA-10003473;Furniture;Tables;Bretford Rectangular Conference Table Tops;902,712;3;0,2;33,8517;;Anna Andreadi
4888;CA-2016-138688;6/12/2020;6/16/2020;Second Class;DV-13045;Darrin Van Huff;Corporate;United States;Los Angeles;California;90036;West;OFF-LA-10000240;Office Supplies;Labels;Self-Adhesive Address Labels for Typewriters by Universal;14,62;2;0;6,8714;;Anna Andreadi
4889;CA-2016-127208;6/12/2020;6/15/2020;First Class;SC-20770;Stewart Carmichael;Corporate;United States;Decatur;Alabama;35601;South;OFF-AP-10002118;Office Supplies;Appliances;"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators";208,16;1;0;56,2032;;Cassandra Brandow
4890;CA-2016-127208;6/12/2020;6/15/2020;First Class;SC-20770;Stewart Carmichael;Corporate;United States;Decatur;Alabama;35601;South;OFF-BI-10002309;Office Supplies;Binders;Avery Heavy-Duty EZD  Binder With Locking Rings;16,74;3;0;8,0352;;Cassandra Brandow
4891;CA-2016-103730;6/12/2020;6/15/2020;First Class;SC-20725;Steven Cartwright;Consumer;United States;Wilmington;Delaware;19805;East;FUR-FU-10002157;Furniture;Furnishings;Artistic Insta-Plaque;47,04;3;0;18,3456;;Chuck Magee
4892;CA-2016-103730;6/12/2020;6/15/2020;First Class;SC-20725;Steven Cartwright;Consumer;United States;Wilmington;Delaware;19805;East;OFF-BI-10003910;Office Supplies;Binders;DXL Angle-View Binders with Locking Rings by Samsill;30,84;4;0;13,878;;Chuck Magee
4893;CA-2016-103730;6/12/2020;6/15/2020;First Class;SC-20725;Steven Cartwright;Consumer;United States;Wilmington;Delaware;19805;East;OFF-ST-10000777;Office Supplies;Storage;Companion Letter/Legal File, Black;226,56;6;0;63,4368;;Chuck Magee
4894;CA-2016-103730;6/12/2020;6/15/2020;First Class;SC-20725;Steven Cartwright;Consumer;United States;Wilmington;Delaware;19805;East;OFF-EN-10002500;Office Supplies;Envelopes;Globe Weis Peel & Seel First Class Envelopes;115,02;9;0;51,759;;Chuck Magee
4895;CA-2016-103730;6/12/2020;6/15/2020;First Class;SC-20725;Steven Cartwright;Consumer;United States;Wilmington;Delaware;19805;East;TEC-PH-10003875;Technology;Phones;KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7;68,04;7;0;19,7316;;Chuck Magee
4896;CA-2016-147375;6/12/2020;6/14/2020;Second Class;PO-19180;Philisse Overcash;Home Office;United States;Chicago;Illinois;60623;Central;TEC-MA-10002937;Technology;Machines;Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner;1007,979;3;0,3;43,1991;Yes;Kelly Williams
4897;CA-2016-147375;6/12/2020;6/14/2020;Second Class;PO-19180;Philisse Overcash;Home Office;United States;Chicago;Illinois;60623;Central;OFF-PA-10001970;Office Supplies;Paper;Xerox 1908;313,488;7;0,2;113,6394;Yes;Kelly Williams
4898;CA-2016-164035;6/12/2020;6/17/2020;Standard Class;CR-12730;Craig Reiter;Consumer;United States;Chicago;Illinois;60610;Central;OFF-PA-10002160;Office Supplies;Paper;Xerox 1978;23,12;5;0,2;8,381;;Kelly Williams
4899;CA-2016-139941;6/12/2020;6/17/2020;Standard Class;CB-12415;Christy Brittain;Consumer;United States;Long Beach;New York;11561;East;OFF-PA-10000241;Office Supplies;Paper;"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case";92,94;3;0;41,823;;Chuck Magee
4900;CA-2016-139941;6/12/2020;6/17/2020;Standard Class;CB-12415;Christy Brittain;Consumer;United States;Long Beach;New York;11561;East;OFF-AP-10004036;Office Supplies;Appliances;Bionaire 99.97% HEPA Air Cleaner;52,56;3;0;18,396;;Chuck Magee
4901;CA-2016-104633;6/12/2020;6/16/2020;Standard Class;EA-14035;Erin Ashbrook;Corporate;United States;Pasadena;California;91104;West;OFF-PA-10000241;Office Supplies;Paper;"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case";185,88;6;0;83,646;;Anna Andreadi
4902;CA-2016-104633;6/12/2020;6/16/2020;Standard Class;EA-14035;Erin Ashbrook;Corporate;United States;Pasadena;California;91104;West;OFF-PA-10004782;Office Supplies;Paper;Xerox 228;12,96;2;0;6,2208;;Anna Andreadi
4903;CA-2016-120824;6/12/2020;6/16/2020;Second Class;AW-10930;Arthur Wiediger;Home Office;United States;Houston;Texas;77070;Central;OFF-AP-10001242;Office Supplies;Appliances;APC 7 Outlet Network SurgeArrest Surge Protector;64,384;4;0,8;-160,96;;Kelly Williams
4904;CA-2016-120824;6/12/2020;6/16/2020;Second Class;AW-10930;Arthur Wiediger;Home Office;United States;Houston;Texas;77070;Central;FUR-FU-10001424;Furniture;Furnishings;Dax Clear Box Frame;6,984;2;0,6;-4,5396;;Kelly Williams
4905;CA-2016-120824;6/12/2020;6/16/2020;Second Class;AW-10930;Arthur Wiediger;Home Office;United States;Houston;Texas;77070;Central;OFF-AR-10003469;Office Supplies;Art;Nontoxic Chalk;11,264;8;0,2;3,9424;;Kelly Williams
4906;CA-2016-120824;6/12/2020;6/16/2020;Second Class;AW-10930;Arthur Wiediger;Home Office;United States;Houston;Texas;77070;Central;OFF-PA-10000232;Office Supplies;Paper;Xerox 1975;15,552;3;0,2;5,6376;;Kelly Williams
4907;CA-2016-120824;6/12/2020;6/16/2020;Second Class;AW-10930;Arthur Wiediger;Home Office;United States;Houston;Texas;77070;Central;FUR-CH-10000229;Furniture;Chairs;Global Enterprise Series Seating High-Back Swivel/Tilt Chairs;379,372;2;0,3;-119,2312;;Kelly Williams
4908;CA-2016-120824;6/12/2020;6/16/2020;Second Class;AW-10930;Arthur Wiediger;Home Office;United States;Houston;Texas;77070;Central;OFF-ST-10002562;Office Supplies;Storage;Staple magnet;67,536;9;0,2;6,7536;;Kelly Williams
4909;CA-2016-120824;6/12/2020;6/16/2020;Second Class;AW-10930;Arthur Wiediger;Home Office;United States;Houston;Texas;77070;Central;OFF-BI-10001525;Office Supplies;Binders;"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red";1,524;2;0,8;-2,667;;Kelly Williams
4910;CA-2016-155005;6/13/2020;6/15/2020;Second Class;SC-20050;Sample Company A;Home Office;United States;Jackson;Michigan;49201;Central;TEC-PH-10003484;Technology;Phones;Ooma Telo VoIP Home Phone System;377,97;3;0;94,4925;;Kelly Williams
4911;CA-2016-136287;6/13/2020;6/17/2020;Standard Class;SS-20590;Sonia Sunley;Consumer;United States;Wichita;Kansas;67212;Central;OFF-LA-10003148;Office Supplies;Labels;Avery 51;18,9;3;0;8,694;;Kelly Williams
4912;CA-2016-126795;6/13/2020;6/16/2020;Second Class;GT-14710;Greg Tran;Consumer;United States;New York City;New York;10024;East;OFF-BI-10001989;Office Supplies;Binders;Premium Transparent Presentation Covers by GBC;33,568;2;0,2;11,7488;;Chuck Magee
4913;CA-2016-107216;6/14/2020;6/17/2020;First Class;PV-18985;Paul Van Hugh;Home Office;United States;San Francisco;California;94122;West;OFF-AR-10001545;Office Supplies;Art;Newell 326;7,04;4;0;2,0416;;Anna Andreadi
4914;CA-2016-107216;6/14/2020;6/17/2020;First Class;PV-18985;Paul Van Hugh;Home Office;United States;San Francisco;California;94122;West;FUR-FU-10000206;Furniture;Furnishings;GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs;8,73;3;0;4,1031;;Anna Andreadi
4915;CA-2016-107216;6/14/2020;6/17/2020;First Class;PV-18985;Paul Van Hugh;Home Office;United States;San Francisco;California;94122;West;TEC-AC-10001013;Technology;Accessories;Logitech ClearChat Comfort/USB Headset H390;29,29;1;0;9,6657;;Anna Andreadi
4916;CA-2016-107216;6/14/2020;6/17/2020;First Class;PV-18985;Paul Van Hugh;Home Office;United States;San Francisco;California;94122;West;OFF-AR-10002255;Office Supplies;Art;Newell 346;8,64;3;0;2,5056;;Anna Andreadi
4917;US-2016-108497;6/14/2020;6/14/2020;Same Day;MH-17290;Marc Harrigan;Home Office;United States;Los Angeles;California;90036;West;FUR-BO-10004218;Furniture;Bookcases;Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order;599,165;5;0,15;35,245;;Anna Andreadi
4918;CA-2016-128223;6/14/2020;6/14/2020;Same Day;EB-13705;Ed Braxton;Corporate;United States;Anaheim;California;92804;West;FUR-TA-10001771;Furniture;Tables;Bush Cubix Conference Tables, Fully Assembled;1293,488;7;0,2;80,843;;Anna Andreadi
4919;CA-2016-155747;6/14/2020;6/21/2020;Standard Class;JS-15685;Jim Sink;Corporate;United States;Philadelphia;Pennsylvania;19140;East;FUR-TA-10003392;Furniture;Tables;Global Adaptabilities Conference Tables;337,176;2;0,4;-118,0116;;Chuck Magee
4920;CA-2016-133872;6/14/2020;6/17/2020;First Class;VM-21835;Vivian Mathis;Consumer;United States;Boca Raton;Florida;33433;South;OFF-BI-10002082;Office Supplies;Binders;GBC Twin Loop Wire Binding Elements;39,936;4;0,7;-26,624;;Cassandra Brandow
4921;CA-2016-133872;6/14/2020;6/17/2020;First Class;VM-21835;Vivian Mathis;Consumer;United States;Boca Raton;Florida;33433;South;TEC-AC-10000521;Technology;Accessories;Verbatim Slim CD and DVD Storage Cases, 50/Pack;18,464;2;0,2;2,308;;Cassandra Brandow
4922;CA-2016-132304;6/14/2020;6/18/2020;Standard Class;AR-10825;Anthony Rawles;Corporate;United States;Seattle;Washington;98103;West;FUR-TA-10004619;Furniture;Tables;Hon Non-Folding Utility Tables;1115,17;7;0;334,551;;Anna Andreadi
4923;CA-2016-152765;6/15/2020;6/18/2020;First Class;LS-17245;Lynn Smith;Consumer;United States;Houston;Texas;77036;Central;OFF-PA-10000483;Office Supplies;Paper;Xerox 19;173,488;7;0,2;54,215;;Kelly Williams
4924;CA-2016-148593;6/16/2020;6/18/2020;Second Class;BD-11320;Bill Donatelli;Consumer;United States;Los Angeles;California;90045;West;OFF-PA-10001776;Office Supplies;Paper;"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book";46,35;5;0;21,7845;;Anna Andreadi
4925;CA-2016-140977;6/16/2020;6/19/2020;Second Class;JL-15175;James Lanier;Home Office;United States;Chattanooga;Tennessee;37421;South;TEC-MA-10003493;Technology;Machines;Penpower WorldCard Pro Card Scanner;91,475;1;0,5;-1,8295;;Cassandra Brandow
4926;CA-2016-137127;6/16/2020;6/22/2020;Standard Class;JJ-15445;Jennifer Jackson;Consumer;United States;Newark;Delaware;19711;East;OFF-LA-10001641;Office Supplies;Labels;Avery 518;9,45;3;0;4,536;;Chuck Magee
4927;CA-2016-111682;6/17/2020;6/18/2020;First Class;TB-21055;Ted Butterfield;Consumer;United States;Troy;New York;12180;East;OFF-ST-10000604;Office Supplies;Storage;Home/Office Personal File Carts;208,56;6;0;52,14;Yes;Chuck Magee
4928;CA-2016-111682;6/17/2020;6/18/2020;First Class;TB-21055;Ted Butterfield;Consumer;United States;Troy;New York;12180;East;OFF-PA-10001569;Office Supplies;Paper;Xerox 232;32,4;5;0;15,552;Yes;Chuck Magee
4929;CA-2016-111682;6/17/2020;6/18/2020;First Class;TB-21055;Ted Butterfield;Consumer;United States;Troy;New York;12180;East;FUR-CH-10003968;Furniture;Chairs;Novimex Turbo Task Chair;319,41;5;0,1;7,098;Yes;Chuck Magee
4930;CA-2016-111682;6/17/2020;6/18/2020;First Class;TB-21055;Ted Butterfield;Consumer;United States;Troy;New York;12180;East;OFF-PA-10000587;Office Supplies;Paper;Array Parchment Paper, Assorted Colors;14,56;2;0;6,9888;Yes;Chuck Magee
4931;CA-2016-111682;6/17/2020;6/18/2020;First Class;TB-21055;Ted Butterfield;Consumer;United States;Troy;New York;12180;East;TEC-AC-10002167;Technology;Accessories;Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive;30;2;0;3,3;Yes;Chuck Magee
4932;CA-2016-111682;6/17/2020;6/18/2020;First Class;TB-21055;Ted Butterfield;Consumer;United States;Troy;New York;12180;East;OFF-BI-10001460;Office Supplies;Binders;Plastic Binding Combs;48,48;4;0,2;16,362;Yes;Chuck Magee
4933;CA-2016-111682;6/17/2020;6/18/2020;First Class;TB-21055;Ted Butterfield;Consumer;United States;Troy;New York;12180;East;OFF-AR-10001868;Office Supplies;Art;Prang Dustless Chalk Sticks;1,68;1;0;0,84;Yes;Chuck Magee
4934;CA-2016-159345;6/17/2020;6/22/2020;Standard Class;IG-15085;Ivan Gibson;Consumer;United States;San Diego;California;92024;West;OFF-PA-10000806;Office Supplies;Paper;Xerox 1934;111,96;2;0;54,8604;Yes;Anna Andreadi
4935;CA-2016-145842;6/17/2020;6/20/2020;Second Class;FM-14380;Fred McMath;Consumer;United States;New York City;New York;10024;East;OFF-ST-10000419;Office Supplies;Storage;Rogers Jumbo File, Granite;40,74;3;0;0,4074;;Chuck Magee
4936;CA-2016-123512;6/17/2020;6/19/2020;First Class;MV-18190;Mike Vittorini;Consumer;United States;Los Angeles;California;90045;West;FUR-BO-10004218;Furniture;Bookcases;Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order;239,666;2;0,15;14,098;;Anna Andreadi
4937;CA-2016-123512;6/17/2020;6/19/2020;First Class;MV-18190;Mike Vittorini;Consumer;United States;Los Angeles;California;90045;West;OFF-LA-10000081;Office Supplies;Labels;Avery 496;22,5;6;0;10,8;;Anna Andreadi
4938;CA-2016-123512;6/17/2020;6/19/2020;First Class;MV-18190;Mike Vittorini;Consumer;United States;Los Angeles;California;90045;West;OFF-PA-10001497;Office Supplies;Paper;Xerox 1914;219,84;4;0;107,7216;;Anna Andreadi
4939;CA-2016-107146;6/17/2020;6/19/2020;First Class;LC-16885;Lena Creighton;Consumer;United States;Longmont;Colorado;80501;West;FUR-FU-10002298;Furniture;Furnishings;"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle";266,352;3;0,2;-13,3176;;Anna Andreadi
4940;CA-2016-107146;6/17/2020;6/19/2020;First Class;LC-16885;Lena Creighton;Consumer;United States;Longmont;Colorado;80501;West;FUR-CH-10004853;Furniture;Chairs;Global Manager's Adjustable Task Chair, Storm;483,136;4;0,2;54,3528;;Anna Andreadi
4941;CA-2016-133613;6/17/2020;6/22/2020;Standard Class;CP-12340;Christine Phan;Corporate;United States;Waterbury;Connecticut;6708;East;OFF-BI-10002003;Office Supplies;Binders;Ibico Presentation Index for Binding Systems;7,96;2;0;3,7412;;Chuck Magee
4942;CA-2016-133613;6/17/2020;6/22/2020;Standard Class;CP-12340;Christine Phan;Corporate;United States;Waterbury;Connecticut;6708;East;TEC-PH-10004539;Technology;Phones;Wireless Extenders zBoost YX545 SOHO Signal Booster;566,97;3;0;153,0819;;Chuck Magee
4943;CA-2016-133613;6/17/2020;6/22/2020;Standard Class;CP-12340;Christine Phan;Corporate;United States;Waterbury;Connecticut;6708;East;OFF-AR-10003829;Office Supplies;Art;Newell 35;9,84;3;0;2,8536;;Chuck Magee
4944;CA-2016-129861;6/17/2020;6/23/2020;Standard Class;DM-13345;Denise Monton;Corporate;United States;Rochester;New York;14609;East;FUR-TA-10003715;Furniture;Tables;Hon 2111 Invitation Series Corner Table;376,866;3;0,4;-213,5574;;Chuck Magee
4945;US-2016-163461;6/18/2020;6/21/2020;First Class;BT-11440;Bobby Trafton;Consumer;United States;Frankfort;Illinois;60423;Central;OFF-PA-10003134;Office Supplies;Paper;Xerox 1937;76,864;2;0,2;26,9024;;Kelly Williams
4946;CA-2016-131744;6/18/2020;6/20/2020;Second Class;SC-20770;Stewart Carmichael;Corporate;United States;Philadelphia;Pennsylvania;19134;East;OFF-PA-10004610;Office Supplies;Paper;Xerox 1900;6,848;2;0,2;2,14;;Chuck Magee
4947;CA-2016-131744;6/18/2020;6/20/2020;Second Class;SC-20770;Stewart Carmichael;Corporate;United States;Philadelphia;Pennsylvania;19134;East;OFF-BI-10003910;Office Supplies;Binders;DXL Angle-View Binders with Locking Rings by Samsill;4,626;2;0,7;-3,855;;Chuck Magee
4948;CA-2016-131744;6/18/2020;6/20/2020;Second Class;SC-20770;Stewart Carmichael;Corporate;United States;Philadelphia;Pennsylvania;19134;East;OFF-AP-10001394;Office Supplies;Appliances;Harmony Air Purifier;453,6;3;0,2;90,72;;Chuck Magee
4949;CA-2016-105760;6/19/2020;6/20/2020;First Class;KC-16255;Karen Carlisle;Corporate;United States;San Francisco;California;94110;West;OFF-PA-10000350;Office Supplies;Paper;"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book";17,12;2;0;8,0464;;Anna Andreadi
4950;CA-2016-169194;6/20/2020;6/25/2020;Standard Class;LH-16900;Lena Hernandez;Consumer;United States;Dover;Delaware;19901;East;TEC-AC-10002167;Technology;Accessories;Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive;45;3;0;4,95;;Chuck Magee
4951;CA-2016-169194;6/20/2020;6/25/2020;Standard Class;LH-16900;Lena Hernandez;Consumer;United States;Dover;Delaware;19901;East;TEC-PH-10003988;Technology;Phones;LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite;21,8;2;0;6,104;;Chuck Magee
4952;CA-2016-152534;6/20/2020;6/25/2020;Second Class;DP-13105;Dave Poirier;Corporate;United States;Salinas;California;93905;West;OFF-AR-10002335;Office Supplies;Art;DIXON Oriole Pencils;5,16;2;0;1,3416;;Anna Andreadi
4953;CA-2016-152534;6/20/2020;6/25/2020;Second Class;DP-13105;Dave Poirier;Corporate;United States;Salinas;California;93905;West;OFF-PA-10001870;Office Supplies;Paper;Xerox 202;38,88;6;0;18,6624;;Anna Andreadi
4954;CA-2016-140081;6/20/2020;6/24/2020;Standard Class;CG-12040;Catherine Glotzbach;Home Office;United States;Philadelphia;Pennsylvania;19120;East;OFF-PA-10001745;Office Supplies;Paper;"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page";45,056;8;0,2;15,2064;;Chuck Magee
4955;CA-2016-140081;6/20/2020;6/24/2020;Standard Class;CG-12040;Catherine Glotzbach;Home Office;United States;Philadelphia;Pennsylvania;19120;East;OFF-BI-10004826;Office Supplies;Binders;JM Magazine Binder;29,718;6;0,7;-21,7932;;Chuck Magee
4956;CA-2016-140081;6/20/2020;6/24/2020;Standard Class;CG-12040;Catherine Glotzbach;Home Office;United States;Philadelphia;Pennsylvania;19120;East;OFF-PA-10001870;Office Supplies;Paper;Xerox 202;15,552;3;0,2;5,4432;;Chuck Magee
4957;CA-2016-140081;6/20/2020;6/24/2020;Standard Class;CG-12040;Catherine Glotzbach;Home Office;United States;Philadelphia;Pennsylvania;19120;East;OFF-AP-10001058;Office Supplies;Appliances;Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators;447,696;2;0,2;33,5772;;Chuck Magee
4958;CA-2016-141397;6/20/2020;6/21/2020;First Class;RC-19825;Roy Collins;Consumer;United States;Pasadena;California;91104;West;OFF-PA-10002986;Office Supplies;Paper;Xerox 1898;46,76;7;0;22,4448;;Anna Andreadi
4959;CA-2016-141397;6/20/2020;6/21/2020;First Class;RC-19825;Roy Collins;Consumer;United States;Pasadena;California;91104;West;OFF-BI-10000320;Office Supplies;Binders;GBC Plastic Binding Combs;17,712;3;0,2;6,4206;;Anna Andreadi
4960;CA-2016-141397;6/20/2020;6/21/2020;First Class;RC-19825;Roy Collins;Consumer;United States;Pasadena;California;91104;West;OFF-AP-10003971;Office Supplies;Appliances;Belkin 6 Outlet Metallic Surge Strip;21,78;2;0;5,6628;;Anna Andreadi
4961;CA-2016-141397;6/20/2020;6/21/2020;First Class;RC-19825;Roy Collins;Consumer;United States;Pasadena;California;91104;West;OFF-ST-10001469;Office Supplies;Storage;Fellowes Bankers Box Recycled Super Stor/Drawer;161,94;3;0;9,7164;;Anna Andreadi
4962;CA-2016-141397;6/20/2020;6/21/2020;First Class;RC-19825;Roy Collins;Consumer;United States;Pasadena;California;91104;West;FUR-CH-10003846;Furniture;Chairs;Hon Valutask Swivel Chairs;161,568;2;0,2;-8,0784;;Anna Andreadi
4963;CA-2016-108581;6/20/2020;6/26/2020;Standard Class;EA-14035;Erin Ashbrook;Corporate;United States;Carrollton;Texas;75007;Central;TEC-AC-10001109;Technology;Accessories;Logitech Trackman Marble Mouse;95,968;4;0,2;26,3912;;Kelly Williams
4964;CA-2016-108581;6/20/2020;6/26/2020;Standard Class;EA-14035;Erin Ashbrook;Corporate;United States;Carrollton;Texas;75007;Central;OFF-PA-10000809;Office Supplies;Paper;Xerox 206;10,368;2;0,2;3,6288;;Kelly Williams
4965;CA-2016-149965;6/20/2020;6/25/2020;Standard Class;BS-11365;Bill Shonely;Corporate;United States;Oklahoma City;Oklahoma;73120;Central;TEC-AC-10004877;Technology;Accessories;Imation 30456 USB Flash Drive 8GB;6,9;1;0;0,552;;Kelly Williams
4966;CA-2016-149965;6/20/2020;6/25/2020;Standard Class;BS-11365;Bill Shonely;Corporate;United States;Oklahoma City;Oklahoma;73120;Central;FUR-FU-10004270;Furniture;Furnishings;"Executive Impressions 13"" Clairmont Wall Clock";57,69;3;0;23,6529;;Kelly Williams
4967;CA-2016-119865;6/21/2020;6/26/2020;Standard Class;AS-10090;Adam Shillingsburg;Consumer;United States;New York City;New York;10011;East;OFF-BI-10001553;Office Supplies;Binders;SpineVue Locking Slant-D Ring Binders by Cardinal;36,56;5;0,2;12,796;;Chuck Magee
4968;CA-2016-119865;6/21/2020;6/26/2020;Standard Class;AS-10090;Adam Shillingsburg;Consumer;United States;New York City;New York;10011;East;OFF-BI-10003007;Office Supplies;Binders;"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""";186,144;6;0,2;60,4968;;Chuck Magee
4969;CA-2016-119865;6/21/2020;6/26/2020;Standard Class;AS-10090;Adam Shillingsburg;Consumer;United States;New York City;New York;10011;East;FUR-BO-10003272;Furniture;Bookcases;O'Sullivan Living Dimensions 5-Shelf Bookcases;353,568;2;0,2;-44,196;;Chuck Magee
4970;CA-2016-168361;6/21/2020;6/25/2020;Standard Class;KB-16600;Ken Brennan;Corporate;United States;Chicago;Illinois;60623;Central;OFF-BI-10003727;Office Supplies;Binders;Avery Durable Slant Ring Binders With Label Holder;0,836;1;0,8;-1,3376;;Kelly Williams
4971;CA-2016-140501;6/23/2020;6/28/2020;Standard Class;IM-15070;Irene Maddox;Consumer;United States;New York City;New York;10009;East;OFF-LA-10003510;Office Supplies;Labels;Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White;122,12;4;0;56,1752;;Chuck Magee
4972;CA-2016-140501;6/23/2020;6/28/2020;Standard Class;IM-15070;Irene Maddox;Consumer;United States;New York City;New York;10009;East;OFF-LA-10000248;Office Supplies;Labels;Avery 52;18,45;5;0;8,6715;;Chuck Magee
4973;CA-2016-140501;6/23/2020;6/28/2020;Standard Class;IM-15070;Irene Maddox;Consumer;United States;New York City;New York;10009;East;OFF-ST-10000060;Office Supplies;Storage;Fellowes Bankers Box Staxonsteel Drawer File/Stacking System;324,9;5;0;38,988;;Chuck Magee
4974;CA-2016-140501;6/23/2020;6/28/2020;Standard Class;IM-15070;Irene Maddox;Consumer;United States;New York City;New York;10009;East;OFF-PA-10003129;Office Supplies;Paper;Tops White Computer Printout Paper;146,73;3;0;68,9631;;Chuck Magee
4975;CA-2016-140501;6/23/2020;6/28/2020;Standard Class;IM-15070;Irene Maddox;Consumer;United States;New York City;New York;10009;East;OFF-FA-10004076;Office Supplies;Fasteners;Translucent Push Pins by OIC;3,96;2;0;1,4652;;Chuck Magee
4976;US-2016-142685;6/23/2020;6/30/2020;Standard Class;MG-17695;Maureen Gnade;Consumer;United States;Buffalo;New York;14215;East;OFF-SU-10000157;Office Supplies;Supplies;Compact Automatic Electric Letter Opener;835,17;7;0;16,7034;;Chuck Magee
4977;CA-2016-140382;6/23/2020;6/25/2020;Second Class;RD-19900;Ruben Dartt;Consumer;United States;San Francisco;California;94109;West;OFF-ST-10003638;Office Supplies;Storage;Mobile Personal File Cube;93,68;4;0;25,2936;;Anna Andreadi
4978;CA-2016-140382;6/23/2020;6/25/2020;Second Class;RD-19900;Ruben Dartt;Consumer;United States;San Francisco;California;94109;West;OFF-LA-10001934;Office Supplies;Labels;Avery 516;21,93;3;0;10,3071;;Anna Andreadi
4979;CA-2016-140382;6/23/2020;6/25/2020;Second Class;RD-19900;Ruben Dartt;Consumer;United States;San Francisco;California;94109;West;TEC-PH-10003012;Technology;Phones;Nortel Meridian M3904 Professional Digital phone;862,344;7;0,2;97,0137;;Anna Andreadi
4980;CA-2016-140382;6/23/2020;6/25/2020;Second Class;RD-19900;Ruben Dartt;Consumer;United States;San Francisco;California;94109;West;OFF-PA-10001019;Office Supplies;Paper;Xerox 1884;19,98;1;0;9,3906;;Anna Andreadi
